Relatório Pluviométrico da Estação: Jardim Botânico

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   15 min   01 h   04 h   24 h   96 h
01/01/2018  15:00:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  15:15:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  15:30:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  15:45:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  16:00:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  16:15:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  16:30:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  16:45:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  17:00:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  17:15:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  17:30:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  17:45:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  18:00:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  18:15:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  18:30:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  18:45:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  19:00:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  19:15:00  HBV      0.0    0.0    0.0    0.0    8.0
01/01/2018  19:30:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  19:45:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  20:00:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  20:15:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  20:30:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  20:45:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  21:00:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  21:15:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  21:30:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  21:45:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  22:00:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  22:15:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  22:30:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  22:45:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  23:00:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  23:15:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  23:30:00  HBV      0.0    0.0    0.0    0.0    7.8
01/01/2018  23:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  00:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  00:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  00:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  00:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  01:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  01:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  01:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  01:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  02:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  02:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  02:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  02:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  03:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  03:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  03:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  03:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  04:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  04:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  04:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  04:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  05:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  05:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  05:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  05:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  06:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  06:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  06:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  06:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  07:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  07:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  07:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  07:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  08:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  08:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  08:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  08:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  09:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  09:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  09:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  09:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  10:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  10:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  10:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  10:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  11:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  11:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  11:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  11:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  12:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  12:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  12:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  12:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  13:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  13:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  13:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  13:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  14:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  14:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  14:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  14:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  15:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  15:15:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  15:30:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  15:45:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  16:00:00  HBV      0.0    0.0    0.0    0.0    7.8
02/01/2018  16:15:00  HBV      0.0    0.0    0.0    0.0    7.4
02/01/2018  16:30:00  HBV      0.0    0.0    0.0    0.0    7.0
02/01/2018  16:45:00  HBV      0.0    0.0    0.0    0.0    7.0
02/01/2018  17:00:00  HBV      0.0    0.0    0.0    0.0    6.8
02/01/2018  17:15:00  HBV      0.0    0.0    0.0    0.0    6.8
02/01/2018  17:30:00  HBV      0.0    0.0    0.0    0.0    6.8
02/01/2018  17:45:00  HBV      0.0    0.0    0.0    0.0    6.8
02/01/2018  18:00:00  HBV      0.0    0.0    0.0    0.0    5.4
02/01/2018  18:15:00  HBV      0.0    0.0    0.0    0.0    3.4
02/01/2018  18:30:00  HBV      0.0    0.0    0.0    0.0    3.0
02/01/2018  18:45:00  HBV      0.0    0.0    0.0    0.0    2.8
02/01/2018  19:00:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  19:15:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  19:30:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  19:45:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  20:00:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  20:15:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  20:30:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  20:45:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  21:00:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  21:15:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  21:30:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  21:45:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  22:00:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  22:15:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  22:30:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  22:45:00  HBV      0.0    0.0    0.0    0.0    2.6
02/01/2018  23:00:00  HBV      0.0    0.0    0.0    0.0    2.4
02/01/2018  23:15:00  HBV      0.0    0.0    0.0    0.0    2.2
02/01/2018  23:30:00  HBV      0.0    0.0    0.0    0.0    2.2
02/01/2018  23:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  00:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  00:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  00:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  00:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  01:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  01:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  01:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  01:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  02:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  02:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  02:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  02:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  03:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  03:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  03:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  03:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  04:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  04:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  04:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  04:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  05:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  05:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  05:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  05:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  06:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  06:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  06:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  06:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  07:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  07:15:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  07:30:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  07:45:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  08:00:00  HBV      0.0    0.0    0.0    0.0    2.2
03/01/2018  08:15:00  HBV      0.0    0.0    0.0    0.0    1.4
03/01/2018  08:30:00  HBV      0.0    0.0    0.0    0.0    1.2
03/01/2018  08:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  09:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  09:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  09:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  09:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  10:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  10:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  10:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  10:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  11:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  11:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  11:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  11:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  12:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  12:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  12:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  12:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  13:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  13:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  13:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  13:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  14:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  14:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  14:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  14:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  15:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  15:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  15:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  15:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  16:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  16:15:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  16:30:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  16:45:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  17:00:00  HBV      0.0    0.0    0.0    0.0    0.8
03/01/2018  17:15:00  HBV      0.0    0.0    0.0    0.0    0.6
03/01/2018  17:30:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  17:45:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  18:00:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  18:15:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  18:30:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  18:45:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  19:00:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  19:15:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  19:30:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  19:45:00  HBV      0.0    0.0    0.0    0.0    0.0
03/01/2018  20:00:00  HBV      0.6    0.6    0.6    0.6    0.6
03/01/2018  20:15:00  HBV      0.0    0.6    0.6    0.6    0.6
03/01/2018  20:30:00  HBV      0.0    0.6    0.6    0.6    0.6
03/01/2018  20:45:00  HBV      0.0    0.6    0.6    0.6    0.6
03/01/2018  21:00:00  HBV      0.4    0.4    1.0    1.0    1.0
03/01/2018  21:15:00  HBV      0.2    0.6    1.2    1.2    1.2
03/01/2018  21:30:00  HBV      0.0    0.6    1.2    1.2    1.2
03/01/2018  21:45:00  HBV      1.0    1.6    2.2    2.2    2.2
03/01/2018  22:00:00  HBV      0.6    1.8    2.8    2.8    2.8
03/01/2018  22:15:00  HBV      2.2    3.8    5.0    5.0    5.0
03/01/2018  22:30:00  HBV      2.2    6.0    7.2    7.2    7.2
03/01/2018  22:45:00  HBV      2.4    7.4    9.6    9.6    9.6
03/01/2018  23:00:00  HBV      1.4    8.2   11.0   11.0   11.0
03/01/2018  23:15:00  HBV      2.2    8.2   13.2   13.2   13.2
03/01/2018  23:30:00  HBV      0.4    6.4   13.6   13.6   13.6
03/01/2018  23:45:00  HBV      0.2    4.2   13.8   13.8   13.8
04/01/2018  00:00:00  HBV      0.4    3.2   13.6   14.2   14.2
04/01/2018  00:15:00  HBV      0.2    1.2   13.8   14.4   14.4
04/01/2018  00:30:00  HBV      0.8    1.6   14.6   15.2   15.2
04/01/2018  00:45:00  HBV      1.0    2.4   15.6   16.2   16.2
04/01/2018  01:00:00  HBV      0.8    2.8   16.0   17.0   17.0
04/01/2018  01:15:00  HBV      1.0    3.6   16.8   18.0   18.0
04/01/2018  01:30:00  HBV      1.4    4.2   18.2   19.4   19.4
04/01/2018  01:45:00  HBV      3.6    6.8   20.8   23.0   23.0
04/01/2018  02:00:00  HBV      4.2   10.2   24.4   27.2   27.2
04/01/2018  02:15:00  HBV      5.0   14.2   27.2   32.2   32.2
04/01/2018  02:30:00  HBV      2.2   15.0   27.2   34.4   34.4
04/01/2018  02:45:00  HBV      0.6   12.0   25.4   35.0   35.0
04/01/2018  03:00:00  HBV      0.6    8.4   24.6   35.6   35.6
04/01/2018  03:15:00  HBV      1.6    5.0   24.0   37.2   37.2
04/01/2018  03:30:00  HBV      1.8    4.6   25.4   39.0   39.0
04/01/2018  03:45:00  HBV      0.6    4.6   25.8   39.6   39.6
04/01/2018  04:00:00  HBV      0.0    4.0   25.4   39.6   39.6
04/01/2018  04:15:00  HBV      0.0    2.4   25.2   39.6   39.6
04/01/2018  04:30:00  HBV      0.0    0.6   24.4   39.6   39.6
04/01/2018  04:45:00  HBV      0.0    0.0   23.4   39.6   39.6
04/01/2018  05:00:00  HBV      0.0    0.0   22.6   39.6   39.6
04/01/2018  05:15:00  HBV      0.0    0.0   21.6   39.6   39.6
04/01/2018  05:30:00  HBV      0.0    0.0   20.2   39.6   39.6
04/01/2018  05:45:00  HBV      1.8    1.8   18.4   41.4   41.4
04/01/2018  06:00:00  HBV      5.2    7.0   19.4   46.6   46.6
04/01/2018  06:15:00  HBV      2.2    9.2   16.6   48.8   48.8
04/01/2018  06:30:00  HBV      0.6    9.8   15.0   49.4   49.4
04/01/2018  06:45:00  HBV      2.0   10.0   16.4   51.4   51.4
04/01/2018  07:00:00  HBV      0.2    5.0   16.0   51.6   51.6
04/01/2018  07:15:00  HBV      0.0    2.8   14.4   51.6   51.6
04/01/2018  07:30:00  HBV      0.0    2.2   12.6   51.6   51.6
04/01/2018  07:45:00  HBV      0.0    0.2   12.0   51.6   51.6
04/01/2018  08:00:00  HBV      0.0    0.0   12.0   51.6   51.6
04/01/2018  08:15:00  HBV      0.0    0.0   12.0   51.6   51.6
04/01/2018  08:30:00  HBV      0.0    0.0   12.0   51.6   51.6
04/01/2018  08:45:00  HBV      0.2    0.2   12.2   51.8   51.8
04/01/2018  09:00:00  HBV      0.0    0.2   12.2   51.8   51.8
04/01/2018  09:15:00  HBV      0.0    0.2   12.2   51.8   51.8
04/01/2018  09:30:00  HBV      0.0    0.2   12.2   51.8   51.8
04/01/2018  09:45:00  HBV      0.0    0.0   10.4   51.8   51.8
04/01/2018  10:00:00  HBV      0.0    0.0    5.2   51.8   51.8
04/01/2018  10:15:00  HBV      0.0    0.0    3.0   51.8   51.8
04/01/2018  10:30:00  HBV      0.0    0.0    2.4   51.8   51.8
04/01/2018  10:45:00  HBV      0.0    0.0    0.4   51.8   51.8
04/01/2018  11:00:00  HBV      0.0    0.0    0.2   51.8   51.8
04/01/2018  11:15:00  HBV      0.0    0.0    0.2   51.8   51.8
04/01/2018  11:30:00  HBV      0.0    0.0    0.2   51.8   51.8
04/01/2018  11:45:00  HBV      0.0    0.0    0.2   51.8   51.8
04/01/2018  12:00:00  HBV      0.0    0.0    0.2   51.8   51.8
04/01/2018  12:15:00  HBV      0.0    0.0    0.2   51.8   51.8
04/01/2018  12:30:00  HBV      0.0    0.0    0.2   51.8   51.8
04/01/2018  12:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  13:00:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  13:15:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  13:30:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  13:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  14:00:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  14:15:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  14:30:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  14:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  15:00:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  15:15:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  15:30:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  15:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  16:00:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  16:15:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  16:30:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  16:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  17:00:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  17:15:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  17:30:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  17:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  18:00:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  18:15:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  18:30:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  18:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  19:00:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  19:15:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  19:30:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  19:45:00  HBV      0.0    0.0    0.0   51.8   51.8
04/01/2018  20:00:00  HBV      0.0    0.0    0.0   51.2   51.8
04/01/2018  20:15:00  HBV      0.0    0.0    0.0   51.2   51.8
04/01/2018  20:30:00  HBV      0.0    0.0    0.0   51.2   51.8
04/01/2018  20:45:00  HBV      0.0    0.0    0.0   51.2   51.8
04/01/2018  21:00:00  HBV      0.0    0.0    0.0   50.8   51.8
